symbol,date,open,high,low,close,volume
NVDA,2026-01-15,186.5,189.7,186.33,187.05,206188642
NVDA,2026-01-16,189.075,190.44,186.08,186.23,187967169
NVDA,2026-01-20,181.9,182.3786,177.61,178.07,218355781
NVDA,2026-01-21,179.05,185.379,178.4,183.32,200380959
NVDA,2026-01-22,184.75,186.17,183.93,184.84,139636626
NVDA,2026-01-23,187.5,189.6,186.8233,187.67,142748076
NVDA,2026-01-26,187.16,189.12,185.99,186.47,124799649
NVDA,2026-01-27,187.24,190.0,185.7,188.52,138432307
NVDA,2026-01-28,191.27,192.35,189.84,191.52,148552677
NVDA,2026-01-29,191.34,193.48,186.06,192.51,171764375
NVDA,2026-01-30,191.21,194.49,189.47,191.13,179489463
NVDA,2026-02-02,187.2,190.3,184.88,185.61,165794054
NVDA,2026-02-03,186.24,186.27,176.23,180.34,202006430
NVDA,2026-02-04,179.46,179.58,171.91,174.19,207014116
NVDA,2026-02-05,174.925,176.815,171.03,171.88,206312890
NVDA,2026-02-06,176.69,187.0,174.6,185.41,231346241
NVDA,2026-02-09,184.26,193.66,183.95,190.04,196387351
NVDA,2026-02-10,191.38,192.48,188.12,188.54,136764825
NVDA,2026-02-11,192.45,193.26,188.77,190.05,144192685
NVDA,2026-02-12,193.03,193.61,186.51,186.94,189932491
NVDA,2026-02-13,187.475,187.5,181.59,182.81,161888021
NVDA,2026-02-17,181.75,187.15,179.18,184.97,162276860
NVDA,2026-02-18,188.75,190.37,186.76,187.98,164749125
NVDA,2026-02-19,187.055,188.43,185.66,187.9,126554526
NVDA,2026-02-20,186.57,190.33,185.9378,189.82,178422337
NVDA,2026-02-23,191.4,193.95,189.575,191.55,171584839
NVDA,2026-02-24,191.49,193.77,187.4,192.85,175123602
NVDA,2026-02-25,194.45,197.6299,193.79,195.56,250637102
NVDA,2026-02-26,194.27,194.29,184.315,184.89,357377986
AAPL,2025-10-03,254.665,259.24,253.95,258.02,49155614
AAPL,2025-10-06,257.99,259.07,255.05,256.69,44664118
AAPL,2025-10-07,256.805,257.4,255.43,256.48,31955776
AAPL,2025-10-08,256.52,258.52,256.11,258.06,36496895
AAPL,2025-10-09,257.805,258.0,253.14,254.04,38322012
AAPL,2025-10-10,254.94,256.38,244.0,245.27,61999098
AAPL,2025-10-13,249.38,249.69,245.56,247.66,38142942
AAPL,2025-10-14,246.6,248.845,244.7,247.77,35477986
AAPL,2025-10-15,249.485,251.82,247.47,249.34,33893611
AAPL,2025-10-16,248.25,249.04,245.13,247.45,39776974
AAPL,2025-10-17,248.02,253.38,247.27,252.29,49146961
AAPL,2025-10-20,255.885,264.375,255.63,262.24,90483029
AAPL,2025-10-21,261.88,265.29,261.83,262.77,46695948
AAPL,2025-10-22,262.65,262.85,255.43,258.45,45015254
AAPL,2025-10-23,259.94,260.62,258.0101,259.58,32754941
AAPL,2025-10-24,261.19,264.13,259.18,262.82,38253717
AAPL,2025-10-27,264.88,269.12,264.6501,268.81,44888152
AAPL,2025-10-28,268.985,269.89,268.15,269.0,41534759
AAPL,2025-10-29,269.275,271.41,267.11,269.7,51086742
AAPL,2025-10-30,271.99,274.14,268.48,271.4,69886534
AAPL,2025-10-31,276.99,277.32,269.16,270.37,86167123
AAPL,2025-11-03,270.42,270.85,266.25,269.05,50194583
AAPL,2025-11-04,268.325,271.486,267.615,270.04,49274846
AAPL,2025-11-05,268.61,271.7,266.93,270.14,42586288
AAPL,2025-11-06,267.89,273.4,267.89,269.77,51204045
AAPL,2025-11-07,269.795,272.29,266.77,268.47,48227365
AAPL,2025-11-10,268.96,273.73,267.455,269.43,41312412
AAPL,2025-11-11,269.81,275.91,269.8,275.25,46208318
AAPL,2025-11-12,275.0,275.73,271.7,273.47,48397982
AAPL,2025-11-13,274.11,276.699,272.09,272.95,49602794
AAPL,2025-11-14,271.05,275.96,269.6,272.41,47431331
AAPL,2025-11-17,268.815,270.49,265.73,267.46,45018260
AAPL,2025-11-18,269.99,270.71,265.32,267.44,45677278
AAPL,2025-11-19,265.525,272.21,265.5,268.56,40424492
AAPL,2025-11-20,270.83,275.43,265.92,266.25,45823568
AAPL,2025-11-21,265.95,273.33,265.67,271.49,59030832
AAPL,2025-11-24,270.9,277.0,270.9,275.92,65585796
AAPL,2025-11-25,275.27,280.38,275.25,276.97,46914220
AAPL,2025-11-26,276.96,279.53,276.63,277.55,33431423
AAPL,2025-11-28,277.26,279.0,275.9865,278.85,20135620
AAPL,2025-12-01,278.01,283.42,276.14,283.1,46587722
AAPL,2025-12-02,283.0,287.4,282.6301,286.19,53669532
AAPL,2025-12-03,286.2,288.62,283.3,284.15,43538687
AAPL,2025-12-04,284.095,284.73,278.59,280.7,43989056
AAPL,2025-12-05,280.54,281.14,278.05,278.78,47265845
AAPL,2025-12-08,278.13,279.6693,276.15,277.89,36406317
AAPL,2025-12-09,278.16,280.03,276.92,277.18,31753410
AAPL,2025-12-10,277.75,279.75,276.44,278.78,33038318
AAPL,2025-12-11,279.095,279.59,273.81,278.03,33247986
AAPL,2025-12-12,277.9,279.22,276.82,278.28,39532887
AAPL,2025-12-15,280.15,280.15,272.84,274.11,50409078
AAPL,2025-12-16,272.82,275.5,271.79,274.61,37648628
AAPL,2025-12-17,275.01,276.16,271.64,271.84,50138743
AAPL,2025-12-18,273.605,273.63,266.95,272.19,51630721
AAPL,2025-12-19,272.145,274.6,269.9,273.67,144632048
AAPL,2025-12-22,272.86,273.88,270.505,270.97,36571827
AAPL,2025-12-23,270.84,272.5,269.56,272.36,29641999
AAPL,2025-12-24,272.34,275.43,272.195,273.81,17910574
AAPL,2025-12-26,274.16,275.37,272.86,273.4,21521802
AAPL,2025-12-29,272.69,274.36,272.35,273.76,23715213
AAPL,2025-12-30,272.81,274.08,272.28,273.08,22139617
AAPL,2025-12-31,273.06,273.68,271.75,271.86,27293639
AAPL,2026-01-02,272.255,277.84,269.0,271.01,37838054
AAPL,2026-01-05,270.64,271.51,266.14,267.26,45647190
AAPL,2026-01-06,267.0,267.55,262.12,262.36,52352090
AAPL,2026-01-07,263.2,263.68,259.81,260.33,48309804
AAPL,2026-01-08,257.02,259.29,255.7,259.04,50419337
AAPL,2026-01-09,259.075,260.21,256.22,259.37,39996967
AAPL,2026-01-12,259.16,261.3,256.8,260.25,45263767
AAPL,2026-01-13,258.72,261.81,258.39,261.05,45730847
AAPL,2026-01-14,259.49,261.82,256.71,259.96,40019421
AAPL,2026-01-15,260.65,261.04,257.05,258.21,39388564
AAPL,2026-01-16,257.9,258.9,254.93,255.53,72142773
AAPL,2026-01-20,252.73,254.79,243.42,246.7,77280987
AAPL,2026-01-21,248.7,251.56,245.18,247.65,54641725
AAPL,2026-01-22,249.2,251.0,248.15,248.35,39708340
AAPL,2026-01-23,247.32,249.41,244.68,248.04,41688982
AAPL,2026-01-26,251.48,256.56,249.8,255.41,55969234
AAPL,2026-01-27,259.17,261.95,258.21,258.27,48787855
AAPL,2026-01-28,257.65,258.855,254.51,256.44,41287971
AAPL,2026-01-29,258.0,259.65,254.41,258.28,67253009
AAPL,2026-01-30,255.165,261.8999,252.18,259.48,92443408
AAPL,2026-02-02,260.03,270.49,259.205,270.01,73913425
AAPL,2026-02-03,269.2,271.875,267.61,269.48,63799388
AAPL,2026-02-04,272.285,278.95,272.285,276.49,90545710
AAPL,2026-02-05,278.13,279.5,273.23,275.91,52977441
AAPL,2026-02-06,277.12,280.905,276.925,278.12,50453414
AAPL,2026-02-09,277.905,278.2,271.7,274.62,44623396
AAPL,2026-02-10,274.885,275.37,272.94,273.68,34376898
AAPL,2026-02-11,274.695,280.18,274.45,275.5,51931283
AAPL,2026-02-12,275.59,275.72,260.18,261.73,81077229
AAPL,2026-02-13,262.01,262.23,255.45,255.78,56290673
AAPL,2026-02-17,258.05,266.29,255.54,263.88,58469094
AAPL,2026-02-18,263.6,266.82,262.45,264.35,34203337
AAPL,2026-02-19,262.6,264.48,260.05,260.58,30845294
AAPL,2026-02-20,258.97,264.75,258.16,264.58,42070499
AAPL,2026-02-23,263.49,269.43,263.381,266.18,37308155
AAPL,2026-02-24,267.86,274.89,267.71,272.14,47014619
AAPL,2026-02-25,271.78,274.94,271.05,274.23,33714342
AAPL,2026-02-26,274.945,276.11,270.795,272.95,32096062
CRM,2025-10-03,238.75,242.81,238.5,240.36,8849786
CRM,2025-10-06,239.33,250.47,235.41,245.78,13922574
CRM,2025-10-07,246.48,247.36,237.55,239.74,8387424
CRM,2025-10-08,239.74,241.32,235.645,240.43,7120245
CRM,2025-10-09,239.27,245.96,237.1473,245.33,7929056
CRM,2025-10-10,246.52,249.05,240.72,241.68,7988316
CRM,2025-10-13,242.89,249.3499,242.365,248.75,8276527
CRM,2025-10-14,248.11,248.28,239.55,239.77,9123850
CRM,2025-10-15,240.87,241.317,235.9,236.58,8389242
CRM,2025-10-16,253.19,256.74,242.67,246.0,24869700
CRM,2025-10-17,246.57,250.78,242.16,243.08,10851168
CRM,2025-10-20,245.0,255.4,244.3,254.28,9963869
CRM,2025-10-21,254.5,267.125,254.0,263.41,13354739
CRM,2025-10-22,262.2,262.4,256.51,256.64,9369960
CRM,2025-10-23,257.6,258.56,254.12,255.05,6110051
CRM,2025-10-24,257.42,258.5,254.0,254.83,5490805
CRM,2025-10-27,257.08,258.1,254.92,255.47,4942412
CRM,2025-10-28,255.47,258.84,254.14,254.26,6435589
CRM,2025-10-29,252.0,253.57,249.04,251.46,7904176
CRM,2025-10-30,250.5,259.2808,250.0,256.65,7767832
CRM,2025-10-31,254.795,261.82,252.63,260.41,6878316
CRM,2025-11-03,260.0,261.56,255.1,261.34,7054310
CRM,2025-11-04,258.15,259.26,253.4567,254.44,6792207
CRM,2025-11-05,254.7,256.83,252.01,252.68,5182476
CRM,2025-11-06,250.535,250.535,234.48,239.27,11041831
CRM,2025-11-07,236.15,240.97,235.79,239.88,5741472
CRM,2025-11-10,240.0,241.91,235.08,241.71,6486584
CRM,2025-11-11,241.9,245.7,241.16,244.5,5762752
CRM,2025-11-12,245.74,248.4316,243.68,246.02,4278214
CRM,2025-11-13,245.25,245.895,239.91,240.43,5542078
CRM,2025-11-14,238.31,245.18,237.42,243.66,5512886
CRM,2025-11-17,242.07,242.83,235.5894,237.03,5280850
CRM,2025-11-18,236.24,237.79,230.27,233.5,8045145
CRM,2025-11-19,232.0,232.28,225.06,227.88,9710689
CRM,2025-11-20,229.245,231.0699,223.3,225.37,7521103
CRM,2025-11-21,224.86,228.68,221.9575,227.11,7479250
CRM,2025-11-24,227.34,228.84,225.04,226.82,8563304
CRM,2025-11-25,226.8,234.63,226.52,234.12,10232974
CRM,2025-11-26,230.51,232.819,226.0,228.15,8506615
CRM,2025-11-28,229.0,232.56,228.625,230.54,3691505
CRM,2025-12-01,228.67,234.25,228.6,232.83,5634655
CRM,2025-12-02,233.02,236.65,231.62,234.71,7626188
CRM,2025-12-03,235.36,239.26,233.16,238.72,13781999
CRM,2025-12-04,243.685,248.97,237.6,247.46,20912133
CRM,2025-12-05,250.83,261.88,249.5,260.57,15852440
CRM,2025-12-08,261.88,264.28,256.342,259.53,10697101
CRM,2025-12-09,260.0,262.25,259.0,261.02,7246971
CRM,2025-12-10,260.75,265.93,259.1456,264.2,8894682
CRM,2025-12-11,263.5,267.9,260.77,262.35,7783785
CRM,2025-12-12,263.52,264.49,260.91,262.23,6006578
CRM,2025-12-15,261.21,262.28,253.0875,254.58,10271792
CRM,2025-12-16,254.0,255.86,252.11,254.91,6145269
CRM,2025-12-17,256.33,261.97,256.25,258.14,6268965
CRM,2025-12-18,258.42,260.07,256.16,257.85,5654161
CRM,2025-12-19,260.68,262.04,255.5,259.91,20732079
CRM,2025-12-22,260.62,264.63,258.405,264.63,5664201
CRM,2025-12-23,262.715,264.24,260.52,263.43,4745113
CRM,2025-12-24,263.23,266.3,262.55,265.26,2076637
CRM,2025-12-26,264.8,267.91,264.8,266.08,2456402
CRM,2025-12-29,264.71,269.11,264.71,266.23,4300077
CRM,2025-12-30,266.66,268.28,265.33,265.92,3291837
CRM,2025-12-31,265.29,266.1,264.391,264.91,3367930
CRM,2026-01-02,265.0,265.38,252.48,253.62,9680584
CRM,2026-01-05,253.62,259.59,252.3062,256.26,6421470
CRM,2026-01-06,255.2,263.55,255.0,262.9,6103321
CRM,2026-01-07,263.5,267.825,263.5,266.12,5976201
CRM,2026-01-08,264.4,265.2024,260.41,260.53,5243453
CRM,2026-01-09,260.0,261.025,256.509,259.94,5174372
CRM,2026-01-12,259.0,261.559,255.77,259.4,4927734
CRM,2026-01-13,257.66,260.91,240.355,241.06,13660962
CRM,2026-01-14,239.18,242.24,236.46,239.57,10149314
CRM,2026-01-15,237.02,238.84,231.67,233.53,11489590
CRM,2026-01-16,232.95,232.95,226.44,227.11,13902610
CRM,2026-01-20,223.54,227.9399,219.355,220.07,12970842
CRM,2026-01-21,220.15,223.39,218.9633,221.58,12616556
CRM,2026-01-22,222.24,228.72,221.11,228.09,9482971
CRM,2026-01-23,226.78,230.85,226.65,228.05,9408048
CRM,2026-01-26,229.43,230.949,227.585,229.4,7239632
CRM,2026-01-27,231.94,235.74,226.27,228.53,9791962
CRM,2026-01-28,229.39,231.86,227.67,227.96,8465904
CRM,2026-01-29,216.67,217.28,208.78,214.08,18555570
CRM,2026-01-30,214.16,215.55,211.03,212.29,11090431
CRM,2026-02-02,214.35,216.89,209.8,210.81,7950855
CRM,2026-02-03,205.0,205.555,193.11,196.38,20096499
CRM,2026-02-04,193.31,200.674,187.28,199.44,23009974
CRM,2026-02-05,193.99,199.56,188.79,189.97,21956303
CRM,2026-02-06,191.63,194.6,187.1201,191.35,13652621
CRM,2026-02-09,189.3,195.1999,185.73,194.03,12112033
CRM,2026-02-10,191.9,199.1,190.75,193.45,13392989
CRM,2026-02-11,193.15,193.665,181.81,185.0,16350186
CRM,2026-02-12,185.96,188.32,180.24,185.43,16849111
CRM,2026-02-13,186.44,193.45,184.3,189.72,14822879
CRM,2026-02-17,190.97,193.0,183.17,184.29,13692933
CRM,2026-02-18,183.88,188.14,181.8645,187.79,9852893
CRM,2026-02-19,186.6,186.95,183.23,185.29,9565134
CRM,2026-02-20,185.32,191.73,183.73,185.16,10816216
CRM,2026-02-23,181.27,182.47,174.57,178.16,15498634
CRM,2026-02-24,177.64,188.67,176.28,185.42,15564730
CRM,2026-02-25,183.0,192.6,182.261,191.75,21875066
CRM,2026-02-26,196.76,201.035,191.33,199.47,26680489
IBM,2025-10-03,287.5,293.32,287.3,288.37,4375082
IBM,2025-10-06,288.61,291.45,287.8,289.42,2881947
IBM,2025-10-07,295.55,301.0425,293.285,293.87,7190126
IBM,2025-10-08,294.16,294.2,286.473,289.46,5297030
IBM,2025-10-09,289.82,290.13,283.32,288.23,4912375
IBM,2025-10-10,288.97,290.385,277.5,277.82,4508506
IBM,2025-10-13,279.79,282.4399,274.64,277.22,4333836
IBM,2025-10-14,275.52,277.53,272.5469,276.15,3058149
IBM,2025-10-15,278.38,285.45,277.0,280.75,3346753
IBM,2025-10-16,281.11,282.56,275.6,275.97,2956923
IBM,2025-10-17,276.15,283.4,275.35,281.28,5309565
IBM,2025-10-20,281.25,285.5,280.96,283.65,3494336
IBM,2025-10-21,283.31,285.31,281.6,282.05,4080981
IBM,2025-10-22,281.99,289.17,281.35,287.51,10538480
IBM,2025-10-23,264.95,285.5791,263.5623,285.0,16676394
IBM,2025-10-24,283.77,310.75,282.21,307.46,16914243
IBM,2025-10-27,307.8,313.5,302.88,313.09,9868151
IBM,2025-10-28,312.6,319.35,311.41,312.57,6044770
IBM,2025-10-29,312.79,314.33,307.52,308.21,4135948
IBM,2025-10-30,306.65,313.75,305.02,310.06,4694275
IBM,2025-10-31,312.0,313.5,301.63,307.41,7697499
IBM,2025-11-03,308.0,312.1411,304.23,304.73,4957958
IBM,2025-11-04,300.0,303.17,296.0,300.85,5677330
IBM,2025-11-05,301.38,307.2,299.71,306.77,4633195
IBM,2025-11-06,306.75,315.44,301.09,312.42,6818521
IBM,2025-11-07,309.68,310.0,302.6301,306.38,5070773
IBM,2025-11-10,306.82,309.94,304.23,309.13,2975188
IBM,2025-11-11,309.0,317.91,308.43,313.72,4381913
IBM,2025-11-12,319.89,324.9,314.5324,314.98,6042686
IBM,2025-11-13,312.29,314.6,303.68,304.86,5310150
IBM,2025-11-14,300.0,307.72,297.59,305.69,3592455
IBM,2025-11-17,305.59,306.0,296.51,297.17,3909741
IBM,2025-11-18,297.0,297.0,289.92,289.95,4861928
IBM,2025-11-19,290.5,291.1099,288.07,288.53,3595912
IBM,2025-11-20,294.64,300.71,290.16,290.4,5597028
IBM,2025-11-21,293.48,300.48,291.89,297.44,5710903
IBM,2025-11-24,299.18,307.18,297.51,304.12,6050640
IBM,2025-11-25,304.125,306.0,297.06,304.48,2825322
IBM,2025-11-26,305.18,306.6,301.64,303.21,2196446
IBM,2025-11-28,304.06,309.18,303.6,308.58,1689031
IBM,2025-12-01,306.505,307.12,302.8,305.67,3166555
IBM,2025-12-02,307.0,310.4675,301.57,301.78,4261100
IBM,2025-12-03,302.88,303.97,298.905,302.62,3953390
IBM,2025-12-04,302.875,309.61,302.54,307.99,2962463
IBM,2025-12-05,308.59,311.83,307.18,307.94,2344667
IBM,2025-12-08,309.62,315.3454,307.95,309.18,3615794
IBM,2025-12-09,309.63,313.97,308.75,310.48,2914275
IBM,2025-12-10,310.23,314.69,306.6513,312.67,3411524
IBM,2025-12-11,312.0,313.44,308.4,310.74,2755749
IBM,2025-12-12,310.57,311.05,303.33,309.24,2953374
IBM,2025-12-15,308.985,311.3629,306.35,308.66,3566732
IBM,2025-12-16,307.315,307.38,300.42,303.18,3366878
IBM,2025-12-17,303.79,306.25,303.08,303.32,3130954
IBM,2025-12-18,303.15,304.45,295.7,300.45,5411669
IBM,2025-12-19,300.35,306.86,299.1,300.98,11031341
IBM,2025-12-22,301.03,303.18,298.32,302.79,2612100
IBM,2025-12-23,301.34,305.13,300.65,303.78,2923037
IBM,2025-12-24,303.76,305.15,302.3,304.56,1210642
IBM,2025-12-26,304.69,305.75,303.665,305.09,2814732
IBM,2025-12-29,304.65,310.0,303.75,305.74,4664711
IBM,2025-12-30,306.15,306.235,302.0,302.05,1883651
IBM,2025-12-31,301.76,301.85,295.87,296.21,3430133
IBM,2026-01-02,297.56,297.5699,289.0,291.5,4662804
IBM,2026-01-05,295.77,299.19,294.25,294.97,4189960
IBM,2026-01-06,295.0,303.04,294.42,302.47,4147315
IBM,2026-01-07,302.5,304.31,296.345,296.73,2833274
IBM,2026-01-08,295.0,303.67,295.0,302.72,3343273
IBM,2026-01-09,302.61,307.0,302.0,304.22,2718828
IBM,2026-01-12,302.62,312.33,299.96,312.18,3895197
IBM,2026-01-13,311.6,312.81,301.87,303.16,4507760
IBM,2026-01-14,303.5,309.19,301.5,309.03,3779045
IBM,2026-01-15,309.0,311.88,297.04,297.95,4932480
IBM,2026-01-16,301.0,307.45,300.78,305.67,6199635
IBM,2026-01-20,301.35,301.6,290.16,291.35,7211706
IBM,2026-01-21,292.76,297.67,292.51,297.54,5185023
IBM,2026-01-22,299.42,300.93,293.53,294.67,3670152
IBM,2026-01-23,294.07,294.335,289.79,292.44,3298424
IBM,2026-01-26,293.16,296.815,293.14,296.33,3726890
IBM,2026-01-27,297.16,297.33,293.27,293.86,2944722
IBM,2026-01-28,294.17,295.95,291.2601,294.16,5790347
IBM,2026-01-29,317.86,319.9,303.47,309.24,10124929
IBM,2026-01-30,307.6,307.783,299.73,306.7,5940669
IBM,2026-02-02,307.51,316.64,306.41,314.73,4581189
IBM,2026-02-03,312.4,312.975,283.85,294.31,11296020
IBM,2026-02-04,291.41,291.41,278.96,289.05,8708033
IBM,2026-02-05,286.1,291.81,285.1,289.89,5532797
IBM,2026-02-06,292.5,299.89,290.657,298.93,3744313
IBM,2026-02-09,295.91,297.72,291.42,296.34,4627815
IBM,2026-02-10,294.99,297.61,290.33,291.76,3837343
IBM,2026-02-11,292.34,293.5,272.3601,272.81,7628244
IBM,2026-02-12,270.3,271.3,257.22,259.52,12565380
IBM,2026-02-13,260.0,264.66,256.64,262.38,6842620
IBM,2026-02-17,259.2,260.7,254.65,258.31,4929733
IBM,2026-02-18,258.64,261.11,256.25,260.79,3949229
IBM,2026-02-19,256.0,258.28,253.511,256.28,4948700
IBM,2026-02-20,255.195,259.04,253.8,257.16,4708550
IBM,2026-02-23,254.37,255.19,220.72,223.35,19522881
IBM,2026-02-24,227.8,236.5937,223.63,229.32,13379817
IBM,2026-02-25,233.22,239.55,231.22,237.54,8569713
IBM,2026-02-26,239.71,247.4899,238.95,242.01,7308059
